restaurant_id,prix,emporter,livraison,terrasse
aeEVWgcUf1-f46Dk-EzgTQ,0,1,0,0
A-aoA098sX6obvlAxzY8ig,0,0,0,0
5ma1OUQWy_Ds80xUiP7JPQ,2,1,0,0
ME33wRAKWqZzlTJEXPXPJQ,1,1,0,0
tz1kE1IBPehYzDg4BtyD1g,2,1,0,0
T6jgarJBltDj3gWfF982aw,1,1,0,0
QUxzvPrcWSXCKtYcneXIVA,1,1,0,1
JSNc3GdNH3LpE3HdTQl17w,1,1,1,1
Yl2TN9c23ZGLUBSD9ks5Uw,3,0,0,0
KWM6C4g9x7Fnmjdz8H18sw,2,0,0,1
vDg3YmXFsaNgJEHBNi-7tQ,1,1,0,0
0mGYvAFGxH9bGRqYHxS0BQ,2,1,0,0
1XhmwU5PhWABf7IqeLwfBA,1,1,0,0
G09gS1axuc2eqbqqwTMaLw,0,0,0,0
_3FxLxdg1unUQc3QqIgJuA,3,0,0,1
VRTQMh7wVgmzg96YttL3mQ,2,1,0,1
ibFdignja_hNpgCjDYP7Ug,1,1,1,0
Y14TOXSN40oWw7d5mPEkNA,3,0,0,0
XINxZ5fHTKq5eCq-z_KS8g,0,0,0,0
ATpYld8anPooG-j2_EU-5Q,1,1,0,0
5RzR64HqnLRHo-MpZ129mQ,2,1,0,0
SlBl7jXhgv85tkuoTz9IOw,2,0,0,1
jCNBZnkIFv_0omLVTgNR6Q,2,1,1,0
9iIztpy5MJuSFrLgK1HIcw,1,1,0,0
dc3uoAmNo5STqKV6mlD_aA,2,0,0,1
tngl2VZ4VGpK3qFpmU0NMw,2,1,0,1
Gen0ei06dGq13OJ8DRXUjg,2,1,1,0
3tqwUw4XWf-RFEtVROZ2ZQ,2,1,1,0
zsyQEMYhIDcdGLbf-kYlRw,1,1,1,0
B7wVtgjOxkFNOoD6S11Urw,2,1,0,1
CztQkxRXch0__MsSmB0tTw,1,1,1,0
q2PUogtjncgsNn-pLzw5HQ,1,1,0,0
FQr_scgz9a4sXTdRS4d3mg,2,1,1,0
VrIskBdLuRxS0HsSimJOhA,2,1,0,1
ujPuhQdg8-GCJQg6BoRJtA,2,1,0,0
_6mvQX9x66oz046eS5ii8w,1,1,0,0
0NpsHL0fzaqG3WFu7HS3pA,0,0,0,0
zN4f3aLeCuIhCTPRH0di-A,2,1,1,0
JJAwT9R6Fp2yyWHtWFA8uQ,2,1,0,0
luJ2N0iMnfmqmj4ksl58HA,1,1,1,0
-mjUxlW8Lyyq0t3GWvD3EA,1,1,0,0
ba6X1r0Fl1v19yvNmWMeVA,1,1,0,0
odQGs2Rv0nC0fHh4Gfp2iA,2,1,1,0
KY5-vGUZhDmDi1ieXRUmmw,1,1,0,0
wHq1efQVz17338k_aUOX3w,2,1,1,1
bo05yEhBVDA6YFOST_Gqlg,1,1,0,0
nwHd2MbIGz0SNG8GpFjekw,1,1,0,1
Q8-4uLtLJeXHJZZsr2Zexw,2,1,1,1
DiCfRiL3WX-vwkK85qrIjw,2,1,1,0
gSPALi3f3Ga01HGXHrhlUQ,2,1,0,0
axX1hO_lEn9C-na3mMN4Aw,2,0,0,0
vcdgxeTfjFW9SXJmuUVOOg,2,1,0,0
Qeb9RzkMisaBqbxnBkgA9g,0,1,1,1
Lyzr1uckXL0U-iBoMc0yfg,2,1,1,0
SFaCcwpIKjrpnT1IjzEDdg,2,1,1,1
KT2E2HQtb0HA0zsjbVp2BQ,4,1,0,0
YTCCJ3ShO-zg0dlx1nk6dw,3,1,0,0
LBHbyID7tcaGszznHtnCrw,2,1,0,1
_jGyZz4v9dedx_LIdJHulw,1,1,0,0
Ntu_fC4eFSPsNbssHKEg2Q,0,0,0,0
wNJpk_DvWyqEJfNXhpr2WQ,2,1,0,0
PBEUEK39haiJhQzuW4tnYQ,4,0,0,1
GmGvbDABaGvcKe_jIDvq6w,1,1,0,0
VfCN3rPIFyvJPKia1TecGw,2,1,1,0
aGl6ey1bOn2cqguYMIZyFw,1,1,0,0
lOKgoQtMhnlf6hWvrOiMtQ,2,1,0,0
k4PFaATcPO0tvTetNbdm8Q,3,0,0,1
YeuU6rRsodlVQE2JcKPn4g,0,0,0,0
S7jW3urXh4dal_OgycrxVQ,0,0,0,0
01l8MH9tBK6GPvJQdMU1gw,4,0,0,0
7cMnc_zSPenfSQa9_199CA,2,1,1,0
iwzVhM5CirzkNS5wTxwZeA,2,1,0,1
fzotjiGSsNRIO_OGNVG3IA,1,1,0,0
6KUPnYqFBhZHzUFLqOpbaA,1,1,0,0
2nqMgNGA0ejmpYFuH77xAA,2,1,0,1
-H5Qoimm5siEJ4RSU4FyHQ,1,1,0,0
BmPxH4qSViweZGCQjfJGtQ,1,1,0,0
OY-QPfMdLueBtJgne_9KzQ,1,1,0,0
42yLya7lhe7TQGz3KEdKAw,1,1,1,0
WNe-j0R69GFQ1vgipxTD5Q,2,0,0,1
JlMTixvNQ5bUGSxF12TLdw,1,1,1,0
wTb3qNQDXyhHLTAg5eQxmA,1,1,0,0
zZLC1NfOQMfkqCHRWEq69w,1,1,0,0
nwB-uvPpPedy57LbQnlQTw,0,0,0,0
k-oXgIdQlBe9rn8rWfRUdw,1,1,1,0
0uR48n5SYcLE_DLcjONZPg,1,1,1,0
pyqnGlIfP9Zw8LLxBjyAiA,4,0,0,0
RAxetR8cu3UXNC6Hf-XGgg,1,1,0,0
UWXggIA0t4Pp_xc57niKTg,1,1,1,0
m2WXjeA959-YC1MzzA0APg,0,0,0,0
c8DsYusKjQYUxnTj9BtVvA,2,1,1,0
kP17pirKRGLq-qZFDt-Uog,0,0,0,0
Eau1XrNg91XSzJRn_sCWTg,0,0,0,0
Doqz6-NiXEPhr28koWESKw,2,1,0,0
3nCK-90bwHpXMzeHJUi-Sw,1,1,0,1
H9Ht6OgTMl3PZoX60OzCew,1,1,1,0
UE3AvVnaPEBPneVahYT2eA,2,1,0,1
e2DH7QQssuGqwLltAI5pEg,1,1,1,1
zaBk2imYnk7rG7IdOMhRmA,1,1,0,0
o3dA9fcwg84luw9yamk7wQ,2,1,1,0
jIDnLUpdKQCYtvT7wT7mJg,2,1,0,1
4X0KWUPcD2EkHN83aa4cXg,2,1,0,1
j29tuUdrfaxmGjwxHdHZPA,1,1,0,1
9MVKjEMN5T59uzG1xoD2BQ,2,1,0,0
K0gZ9EQrzbVY_S8eY2GNsw,1,1,0,1
8IblwilNlenDVwBbEzQEVg,1,1,0,0
V_XIK99ysZ2yjc6TUiPw2Q,1,1,0,0
gTedBMNAi5pBy0amenPOYQ,1,1,0,1
qXk2CS1-6jKTKpMUIgN9kQ,2,1,0,1
Gbj5eesDWGgjqhjDX-Rjjg,1,1,0,0
W537pidoTVQmn9x1GPpxgA,1,1,0,1
lXCmTGagqHuPgaeN2g2P1Q,2,1,1,0
50NTSGbZ3pN5643_K1IReA,2,1,0,1
gcec09O3lhUrzqXNJq0QVQ,2,1,0,1
dNuHB_kDmYCkoUJmvbSL1w,1,1,0,0
DQbbE26lEFq4rEFSaEEhRg,2,1,0,0
p5rpYtxS5xPQjt3MXYVEwA,2,1,0,1
xxAGaqYnboeR0SilS7DbAg,1,1,1,1
a5d_-h81d0OjN24Duxh-Rw,1,1,0,0
gpN0iUpDl7BN2IUwzB7oMQ,2,1,1,0
mcWAIj1u1S-QDBhB7CiIdQ,1,1,1,0
OJqLCq4_ww7jGxiGnTwC-Q,1,1,1,1
3awTUGMdUVrwEBkFFOxn9Q,3,1,1,1
GSBvHOu7vM6IWFqXTbR_4A,2,1,0,0
eh127ASMZstrELE0K0XADw,2,1,0,1
HSoKTWnsu7f3yvywWvBQ4w,1,1,1,0
h9r-Uif_y0b6x80IJFzXLA,2,1,1,1
UT6L3b7Zll_nvRidijiDSA,2,1,0,0
mwE5uNVkxCXvEuVa1KQ_3g,2,1,0,0
hAhvkwAjzvuzxrfu4XI_PA,2,1,1,1
6xHAfmlqlpjm9retP20woQ,1,1,1,1
lwxYmWqjmEZ0ukCsXC9Pfg,2,1,0,1
tOL8YMFVyPiXkSYv06AZsQ,2,1,0,0
gFUSJwVzEDERbaU9FVKfRA,0,0,0,0
WlqxMI84U-Cku3Qs-tJUJQ,1,1,1,1
7gjYJ6leqm2IMJXNpKvIlw,1,1,1,1
9edPSkfXKsJmkZYIaOmA7Q,2,1,0,0
kblFxfo_xnMUZF0U0aGXQw,2,1,0,1
5R7dT5TPfNsOMenkbHiYbQ,2,1,1,1
XdhoZK1LYGYmmnUwpFNV-w,1,1,0,0
a2Kt_hXNlBIM_ZlpUVfm2A,2,1,0,0
fk9-GzfKDCESiP9Zp8XfzA,2,0,0,0
gKcZz5C32N7llrQst4B7_A,1,1,0,0
ZRdHKIjiIa0k5-ufCLyIaQ,1,1,1,0
FThzT9bwBTuLC1oveGVjhw,2,1,1,0
